Kingdom;Phylum;Class;Order;Family;Genus
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Enhydrobacter
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Cutibacterium
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Delftia
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Bradyrhizobium
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Oleiphilaceae;Oleiphilus
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas
Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Methylobacterium-Methylorubrum
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Aureicoccus
Bacteria;Proteobacteria;Gammaproteobacteria;Arenicellales;Arenicellaceae;Arenicella
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Spongiibacteraceae;BD1-7 clade
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Tenacibaculum
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Undibacterium
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Cognatishimia
Bacteria;Cyanobacteria;Cyanobacteriia;Phormidesmiales;Nodosilineaceae;MBIC10086
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Marivivens
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Erythrobacter
Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Alcanivoracaceae1;Alcanivorax
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Pseudahrensia
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Aquibacter
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Micrococcus
Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;Blastocatella
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Afipia
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Pseudofulvibacter
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Salinirepens
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Saccharospirillaceae;Oleibacter
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Xylophilus
Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Urania-1B-19 marine sediment group
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Kinneretia
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Winogradskyella
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiales Incertae Sedis;Phreatobacter
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Vibrionimonas
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Fluviicola
Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Turicella
Bacteria;Cyanobacteria;Cyanobacteriia;Cyanobacteriales;Chroococcidiopsaceae;Crinalium SAG 22.89
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Asinibacterium
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Microtrichaceae;Sva0996 marine group
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Aurantivirga
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Planktotalea
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae;Moheibacter
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pasteurellaceae;Haemophilus
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Rubritalea
Bacteria;Bdellovibrionota;Bdellovibrionia;Bacteriovoracales;Bacteriovoracaceae;Peredibacter
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Albimonas
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Ruegeria
Bacteria;Proteobacteria;Gammaproteobacteria;Arenicellales;Arenicellaceae;HTCC5015
Bacteria;Cyanobacteria;Cyanobacteriia;Cyanobacteriales;Cyanobacteriaceae;Symphothece PCC-7002
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Muricauda
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Loktanella
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Alteromonadaceae;Aestuariibacter
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Aquimarina
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pseudoalteromonadaceae;Pseudoalteromonas
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;Aureispira
Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Dietziaceae;Dietzia
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;Fabibacter
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Puniceicoccaceae;Lentimonas
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;Marinoscillum
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Alcaligenaceae;Alcaligenes
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Spongiivirga
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseovarius
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Rudaea
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Luteolibacter
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;Ekhidna
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Marinobacteraceae;Marinobacter
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Vibrionaceae;Photobacterium
Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Lawsonella
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactiplantibacillus
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae;Chryseobacterium
Bacteria;Firmicutes;Bacilli;Lactobacillales;Listeriaceae;Brochothrix
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Puniceicoccaceae;Coraliomargarita
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Cellulomonadaceae;Cellulomonas
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Defluviimonas
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prolixibacteraceae;Roseimarinus
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;NS2b marine group
Bacteria;Cyanobacteria;Cyanobacteriia;Phormidesmiales;Phormidesmiaceae;Acrophormium PCC-7375
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Schleiferiaceae;Schleiferia
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;Saprospira
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Zeaxanthinibacter
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Bosea
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Maricaulis
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halieaceae;Halioglobus
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Kocuria
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Altererythrobacter
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc
Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Vibrionaceae;Thaumasiovibrio
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;Halomonas
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;Portibacter
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Shimia
Bacteria;Cyanobacteria;Vampirivibrionia;Obscuribacterales;Obscuribacteraceae;Candidatus Obscuribacter
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;Reichenbachiella
Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Alloiococcus
Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;Ilumatobacter
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Microbacterium
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavicella
Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Nocardiaceae;Rhodococcus
Bacteria;Verrucomicrobiota;Lentisphaeria;Lentisphaerales;Lentisphaeraceae;Lentisphaera
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Gilvibacter
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Actibacterium
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;Lewinella
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Stappiaceae;Labrenzia
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Vibrionaceae;Vibrio
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;Cobetia
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas
Bacteria;Cyanobacteria;Cyanobacteriia;Synechococcales;Cyanobiaceae;Synechococcus CC9902
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Silicimonas
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;Persicobacter
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Finegoldia
Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacterales;Woeseiaceae;Woeseia
Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Rothia
Bacteria;Firmicutes;Bacilli;Staphylococcales;Gemellaceae;Gemella
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Propionigenium
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halieaceae;Parahaliea
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;HIMB11
Bacteria;Bacteroidota;Rhodothermia;Balneolales;Balneolaceae;Balneola
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Filomicrobium
Bacteria;Proteobacteria;Gammaproteobacteria;Piscirickettsiales;Piscirickettsiaceae;Candidatus Endoecteinascidia
Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;SAR116 clade;Candidatus Puniceispirillum
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae;Romboutsia
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Vibrionaceae;Catenococcus
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hellea
Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Blastopirellula
Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Solirubrobacter
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Alteromonadaceae;Salinimonas
Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Rubripirellula
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Saccharospirillaceae;Oleispira
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Dermabacteraceae;Brachybacterium
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Puniceicoccaceae;Cerasicoccus
Bacteria;Calditrichota;Calditrichia;Calditrichales;Calditrichaceae;Calorithrix
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Dokdonia
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Spongiibacteraceae;Dasania
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Aureisphaera
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Dermacoccaceae;Kytococcus
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Crocinitomix
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Actibacter
Bacteria;Cyanobacteria;Cyanobacteriia;Synechococcales;Synechococcales Incertae Sedis;Schizothrix LEGE 07164
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Alteromonadaceae;Agaribacter
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Lutimonas
Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Salinicoccus
Bacteria;Cyanobacteria;Cyanobacteriia;Cyanobacteriales;Xenococcaceae;Chroococcidiopsis PCC-6712
Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Rubinisphaeraceae;Fuerstia
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 1
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Saccharospirillaceae;Thalassolituus
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Muriicola
Bacteria;Proteobacteria;Alphaproteobacteria;Reyranellales;Reyranellaceae;Reyranella
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinifilaceae;Marinifilum
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Psychromonadaceae;Agarivorans
Bacteria;Cyanobacteria;Cyanobacteriia;Phormidesmiales;Phormidesmiaceae;Phormidesmis ANT.LACV5.1
Bacteria;Cyanobacteria;Cyanobacteriia;Synechococcales;Cyanobiaceae;Prochlorococcus MIT9313
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Persicirhabdus
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Fokiniaceae;MD3-55
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Halovulum
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Alteromonadaceae;Gayadomonas
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Porticoccaceae;C1-B045
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Dyadobacter
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Pseudorhodoferax
Bacteria;Deinococcota;Deinococci;Deinococcales;Deinococcaceae;Deinococcus
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Lacimonas
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Cryomorphaceae;NS10 marine group
Bacteria;Proteobacteria;Gammaproteobacteria;Cardiobacteriales;Wohlfahrtiimonadaceae;Wohlfahrtiimonas
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Leucobacter
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Litorimicrobium
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Weissella
Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Nocardiaceae;Gordonia
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Wenyingzhuangia
Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Cellvibrionaceae;Eionea
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;NS4 marine group
Bacteria;Deinococcota;Deinococci;Deinococcales;Trueperaceae;Truepera
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Mangrovimonas
Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Roseomonas
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Dermacoccaceae;Dermacoccus
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halieaceae;Haliea
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
Bacteria;Actinobacteriota;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Atopobium
Bacteria;Cyanobacteria;Cyanobacteriia;Phormidesmiales;Nodosilineaceae;Leptolyngbya PCC-6406
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halieaceae;OM60(NOR5) clade
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Amaricoccus
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;Phaeodactylibacter
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Roseibacillus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Aureitalea
Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Ulvibacter
Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Cellvibrionaceae;Agaribacterium
Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;Desulfobacteraceae;Candidatus Desulfamplus
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Lutibacter
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter
Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Rhodopirellula
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Neisseriaceae;Neisseria
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;NS5 marine group
Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Bdellovibrionaceae;OM27 clade
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Veillonella
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Flammeovirgaceae;Sediminitomix
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae;Cloacibacterium
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Spirosoma
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Kordia
Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;CL500-3
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Maritimimonas
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Tepidimonas
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Parvularculaceae;Parvularcula
Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 23
Bacteria;Acidobacteriota;Holophagae;Acanthopleuribacterales;Acanthopleuribacteraceae;Acanthopleuribacter
Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Iamiaceae;Iamia
Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pirellula
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium
